family,parameter,value,seed,rows,columns,status,objective,expected_objective,relative_error,primal_infeasibility,dual_infeasibility,verified,iterations,solver_seconds,message,git_commit,machine,timestamp_utc,solver_options
cost_ratio,costs spanning 10^k,2,73002,10,12,optimal,19310.0,19310.0,0.0,,,1,12,0.000415,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
cost_ratio,costs spanning 10^k,3,71003,10,12,optimal,81162.99999999996,81163.0,5.378774279548632e-16,,,1,11,0.0009906,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
cost_ratio,costs spanning 10^k,3,72003,10,12,optimal,-7810.0,-7810.0,0.0,,,1,9,0.0008333,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
cost_ratio,costs spanning 10^k,3,73003,10,12,optimal,-12800.0,-12800.0,0.0,,,1,12,0.0004207,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
cost_ratio,costs spanning 10^k,4,71004,10,12,optimal,-1691065.0000000005,-1691065.0,2.753656939903193e-16,,,1,16,0.0005292,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
cost_ratio,costs spanning 10^k,4,72004,10,12,optimal,-44020.00000000003,-44020.0,6.611501693942231e-16,,,1,9,0.0003837,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
cost_ratio,costs spanning 10^k,4,73004,10,12,optimal,-1611900.0,-1611900.0,0.0,,,1,14,0.0005103,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
cost_ratio,costs spanning 10^k,5,71005,10,12,optimal,-102032.0000000007,-102032.0,6.845812401615266e-15,,,1,12,0.0004401,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
cost_ratio,costs spanning 10^k,5,72005,10,12,optimal,2932450.0,2932450.0,0.0,,,1,16,0.0005215,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
cost_ratio,costs spanning 10^k,5,73005,10,12,optimal,4810207.000000002,4810207.0,3.8722764929470955e-16,,,1,22,0.0009944,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
cost_ratio,costs spanning 10^k,6,71006,10,12,optimal,-21598959.999999996,-21598960.0,1.7247544782072442e-16,,,1,14,0.0004134,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
cost_ratio,costs spanning 10^k,6,72006,10,12,optimal,-234777.0,-234777.0,0.0,,,1,18,0.0011994,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
cost_ratio,costs spanning 10^k,6,73006,10,12,optimal,31010149.99999997,31010150.0,9.610505717545807e-16,,,1,12,0.0004354,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
cost_ratio,costs spanning 10^k,7,71007,10,12,optimal,-870000006.0,-870000006.0,0.0,,,1,8,0.0003839,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
cost_ratio,costs spanning 10^k,7,72007,10,12,optimal,-559705.9999999999,-559706.0,2.079936999548599e-16,,,1,18,0.0005774,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
cost_ratio,costs spanning 10^k,7,73007,10,12,optimal,-85125810.00000001,-85125810.0,1.7504868610175523e-16,,,1,12,0.000434,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
